text,taggedCategory,type,isMachineCategorised,truthScore
"Hi, I'm Miki  from Chan Brothers Travel. We are doing a paid survey.


Get 5 SGD (Paynow) by answering 2simple questions.


1. Do you use hotel bookings apps ?ie: Agoda , Airbnb ,Trivago


(A)Yes
(B) No


2.How would you rate these apps ?
(A) Excellent
(B) Good
(C) Fair",Scam,text,false,null
The FASTEST FINANCIAL APPROVAL COMPANY IN TOWN! Apply up to 2 times INCOME**may apply. CALL US TODAY  HP: 83750447 Sean- 2-3hrs APPROVAL ONLY FOR PINK/BLUE IC,Illicit,text,false,null
"Hi, I'm. Felicia.  from *SG, Employment Agency*, we're currently hiring in SG,may I share some details with you?",Scam,text,false,null
LTA: Your order for this month is overdue and will be subject to a penalty. Please check and complete payment: https://cmfk.link/Ita,Scam,text,false,null
"T2Club Double Bonus For New Members Up To $300 # 100%
Trusted Platform #Daily Cash Rebate
#WhatsApp:https://bit.ly/3h4u9zO
#Register:https://bit.ly/3ilsrtZ",Illicit,text,false,null
😊,Trivial,text,true,null
"World Cup Coming
Come open your Acct
*5Years Company
~Sport/Casino/Slots
~Register Easy
~Highs Rebate
~Daily Bonus

Whatsapp or Call
wa.link/yerhda
90419362",Illicit,text,false,null
Hello!,Trivial,text,true,null
"Fast Cash Service                
3k 268 x12mth                
10k 190x59mth                
30k 570x59mth                
50k 950x59mth                
100k 1900x59mth                
             
WhatsApp> Richard +6588479179    
WhatsApp Link Reply Hi To Activation Click Here >  
https://rebrand.ly/Richard-ws
To confirm participation, please reply [1] to indicate that you have received the invitation.
 After completing the reply【1】, contact the WhatsApp administrator:",Illicit,text,false,null
"Hi good evening. How u get my Number ? My side is doing online betting, Which acct u keen ?
>Soccer
>Live Casino
>Slots
>Horse Racing
>4D
roy86517096",Illicit,text,false,null
Ello!,Trivial,text,true,null
"Negotiable Loan Term
Fast Services Without Hidden Charges
20K 360x60months
30K 540x60months
50K 900x60months
Wh@tsapp SAM +6589357490
https://bit.ly/SamTan1060",Illicit,text,false,null
can u read pictures?,Trivial,text,false,null
Am just testing,Trivial,text,false,null
"Yes should be OK
Let me check n confirm
I think 11am should have slot available",Trivial,text,false,null
Noted. Sorry about this. I misread your ChatBot instructions to forward msg to see how CheckMate works when I started.,Trivial,text,false,null
"Special happy news:
  Jitterbug cross-border online shop for global investment 0 cost to open a shop 0 risk without hoarding consult customer service the first 100 to join the business to send support money 300 U.S. dollars，https://wa.me/447756059098",Scam,text,false,null
"Hi there, lovely Evening, we are currently launching a new coins (AMD.CC) in coming MAY, so we are conducting a simple survey to know more about Singapore crypto fans.May i ask you some questions?",Scam,text,false,null
"Hello, We have noticed your employment history and have your resume listed on several online agencies such as LinkedIn, Jobstreet and Fastjobs. We are keen to provide you with some part-time jobs that you can do in your free time. Daily wages can be as high as $600/day. Not only that, but we will also settle all wages on the same day. If you are eager to take advantage of this offer, click on the link below for more information.
http://wa.me/6583412376",Scam,text,false,null
"Dear customer, Your shipment No. FR10371889SG has arrived in Singapore and requires payment of customs duties and taxes: si91i.com",Scam,text,false,null
Hi!,Trivial,text,true,null
Hello,Trivial,text,true,null
"Dear Delegate, a gentle reminder that SMEICC 2022 continues tomorrow, 14 Sept (Wed). Registration starts at 9.30am, Suntec Convention Centre, Lvl 3, Room 324 to 326 and 328 & 329. Business Attire is required. Kindly bring your business card and QR code for entry.",Legitimate,text,false,null
"If you receive a scam message like this simulated one above, just forward it to this number. Try it to see how CheckMate works!",Trivial,text,false,null
👌,Trivial,text,true,null
"Hello, we are looking for online resellers to sell various brands of goods
Yuncang Mall recruits shopkeepers or partners
No experience required, 0 investment to start a business! Successfully open a store to send a $100 activity reward
Flexible working hours, monthly income: $10,000+
Interested contact investment manager whstaspp: http://wa.me/6591676139",Scam,text,false,null
"Hi, last year one of my colleague met you at your campus for a career profiling survey and you mentioned that you are graduating in 2023. Would you be keen in an internship starting 14 May to 23rd July in the financial sector? It includes an overseas boot camp. Do reply and let me know. Tks.",Unsure,text,false,null
"FYI, please. Please kindly adhere to the ETA (Estimated Time of Arrival) strictly.  There must be someone to receive gong gong. We don't want the driver/escort service to complain to St Luke's HQ and the HQ to deny us of escort service. Thanks much!",Trivial,image,false,null
"Fast Cash Service                
3k 268 x12mth                
10k 190x59mth                
30k 570x59mth                
50k 950x59mth                
100k 1900x59mth                
             
WhatsApp> Jessica +6591946921    
WhatsApp Link Reply Hi To Activation Click Here >  
https://rebrand.ly/jessica-ws
To confirm participation, please reply [1] to indicate that you have received the invitation.
 After completing the reply【1】, contact the WhatsApp administrator:",Illicit,text,false,null
"Hello, I just received a call from an unknown number and want to know if it’s a scam",Trivial,text,false,null
Whats up?,Trivial,text,true,null
<#> 93876347 is your Facebook code H29Q+Fsn4Sr,Unsure,text,false,null
"[SHIN MIN CONTEST] Happycall Jumbo 双面锅等你赢取！翻阅到封底参加游戏就有机会赢奖哦！游戏截止日期：明早 9.30am。下雨了，快点击链接购买今日的《新明》电子报参加游戏吧！https://l.ead.me/smbpepaper

UNSUB: https://bit.ly/unsubsm",Unsure,text,false,null
"Hello, sorry to bother you, I'm Nico from the Singapore branch of Instagram, and we're currently conducting a three-day paid survey. 


1. Do you use the Instagram app? (ie: Agoda / Airbnb / Trivago)
(A) yes
(B) no


2. How would you rate these apps? 
(A) Excellent
(B) Good
(C) Fair


3. Your age range
(A) under 25
(B)25- 45
(C) 45-68
(D)68 and above


As a thank you for your help, you will receive a S$10 reward. 
(paynow) in return for completing this investigation.",Scam,text,false,null
"Hello, my name is Sarah, from CME Group. We've taken notice of your work experiences and resume listed on Linked In . Are you still looking for a job?",Scam,text,false,null
"LTA: Notice As no valid E-tag detected in your vehicle, your last trip on was unpaid.Please pay now to avoid penalty notice: t.ly/u-aD__LTA",Scam,text,false,null
"Excuse me, this is Stella, have you arranged a vehicle to pick up someone from Changi Airport tomorrow?",Unsure,text,false,null
